Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,74.5,75.22000122070312,70.51000213623047,70.93000030517578,70.46915435791016,606800
2021-01-05,70.94000244140625,73.33999633789062,70.94000244140625,72.30000305175781,71.83025360107422,651300
2021-01-06,73.80000305175781,80.44000244140625,73.7300033569336,78.9000015258789,78.38735961914062,1408400
2021-01-07,76.4800033569336,78.55000305175781,73.2300033569336,78.31999969482422,77.8111343383789,2031600
2021-01-08,78.5,78.98999786376953,73.44999694824219,74.5,74.01595306396484,874900
2021-01-11,72.81999969482422,74.9000015258789,72.25,72.91999816894531,72.44622039794922,780600
2021-01-12,73.0,74.18000030517578,72.0999984741211,73.73999786376953,73.2608871459961,454600
2021-01-13,74.0,75.0,73.30999755859375,73.73999786376953,73.2608871459961,931700
2021-01-14,74.91000366210938,75.86000061035156,73.66999816894531,74.77999877929688,74.29414367675781,1332300
2021-01-15,73.0,74.0,70.01000213623047,71.0199966430664,70.55856323242188,1368500
2021-01-19,72.31999969482422,73.4000015258789,71.66999816894531,72.75,72.27732849121094,2086500
2021-01-20,73.0,74.1500015258789,72.69999694824219,72.81999969482422,72.34687042236328,697400
2021-01-21,72.27999877929688,73.48999786376953,70.30000305175781,71.26000213623047,70.79700469970703,969800
2021-01-22,70.01000213623047,70.97000122070312,69.02999877929688,70.81999969482422,70.35986328125,995500
2021-01-25,69.47000122070312,70.37999725341797,67.69999694824219,69.26000213623047,68.81000518798828,566000
2021-01-26,70.73999786376953,71.33000183105469,68.4800033569336,68.5999984741211,68.15428924560547,703400
2021-01-27,66.91000366210938,68.88999938964844,65.27999877929688,67.58000183105469,67.14092254638672,2502700
2021-01-28,72.44000244140625,73.9800033569336,67.31999969482422,70.79000091552734,70.3300552368164,1417900
2021-01-29,70.9800033569336,71.91999816894531,67.01000213623047,67.6500015258789,67.21045684814453,1218300
2021-02-01,68.33000183105469,68.86000061035156,66.83000183105469,67.68000030517578,67.24027252197266,1003200
2021-02-02,69.2300033569336,70.16999816894531,67.7300033569336,69.7300033569336,69.27694702148438,820700
2021-02-03,71.05000305175781,75.48999786376953,70.4800033569336,75.16999816894531,74.68160247802734,1110600
2021-02-04,75.77999877929688,83.37999725341797,75.56999969482422,83.1500015258789,82.60975646972656,2399400
2021-02-05,83.23999786376953,87.08000183105469,83.23999786376953,84.86000061035156,84.30864715576172,1573900
2021-02-08,84.80000305175781,86.76000213623047,83.23999786376953,86.51000213623047,85.94792175292969,723200
2021-02-09,86.63999938964844,86.80999755859375,82.37999725341797,83.4000015258789,82.85813903808594,793100
2021-02-10,84.37000274658203,87.77999877929688,83.63999938964844,85.73999786376953,85.18292236328125,798100
2021-02-11,85.3499984741211,86.79000091552734,82.16000366210938,83.54000091552734,83.20100402832031,655300
2021-02-12,83.08999633789062,84.44000244140625,82.02999877929688,83.18000030517578,82.84246826171875,452100
2021-02-16,85.08000183105469,88.0,84.62000274658203,87.11000061035156,86.75651550292969,1210900
2021-02-17,85.75,87.9000015258789,85.29000091552734,86.58999633789062,86.2386245727539,495000
2021-02-18,85.12000274658203,86.30000305175781,83.0,83.69999694824219,83.36034393310547,571300
2021-02-19,84.70999908447266,86.87000274658203,84.13999938964844,86.41999816894531,86.0693130493164,716000
2021-02-22,86.45999908447266,90.77999877929688,86.0,87.11000061035156,86.75651550292969,796400
2021-02-23,87.4800033569336,91.4000015258789,85.04000091552734,91.18000030517578,90.80999755859375,1219600
2021-02-24,91.44999694824219,96.0199966430664,90.83000183105469,94.95999908447266,94.57466125488281,769800
2021-02-25,94.5999984741211,95.94000244140625,90.61000061035156,91.80999755859375,91.43743896484375,732800
2021-02-26,91.41999816894531,97.48999786376953,90.11000061035156,96.5,96.10841369628906,1715300
2021-03-01,98.73999786376953,100.69000244140625,96.8499984741211,99.5999984741211,99.19583129882812,1397200
2021-03-02,99.27999877929688,100.86000061035156,96.86000061035156,96.9800033569336,96.58646392822266,683500
2021-03-03,97.62000274658203,102.37999725341797,97.30999755859375,101.0999984741211,100.68974304199219,994200
2021-03-04,100.5,102.79000091552734,94.02999877929688,97.29000091552734,96.89521026611328,1129500
2021-03-05,98.86000061035156,104.95999908447266,94.51000213623047,103.75,103.32898712158203,1136100
2021-03-08,105.0,106.98999786376953,103.76000213623047,105.30000305175781,104.8727035522461,1116600
2021-03-09,104.31999969482422,109.76000213623047,102.94999694824219,107.37000274658203,106.9343032836914,1282000
2021-03-10,107.97000122070312,109.9800033569336,105.62000274658203,108.87000274658203,108.42821502685547,1105200
2021-03-11,108.36000061035156,110.5999984741211,107.33999633789062,109.04000091552734,108.59752655029297,1268900
2021-03-12,110.0,111.68000030517578,109.0,110.44000244140625,109.99185180664062,809200
2021-03-15,111.7300033569336,115.80999755859375,109.2300033569336,115.58000183105469,115.11099243164062,1637300
2021-03-16,116.0,117.01000213623047,110.9000015258789,112.66999816894531,112.2127914428711,1141600
2021-03-17,112.13999938964844,118.05000305175781,112.02999877929688,116.55999755859375,116.0870132446289,724600
2021-03-18,116.5,120.30000305175781,112.56999969482422,113.44999694824219,112.9896240234375,984400
2021-03-19,113.58999633789062,117.2699966430664,110.77999877929688,115.12000274658203,114.6528549194336,1376700
2021-03-22,113.81999969482422,115.36000061035156,109.12000274658203,110.52999877929688,110.08147430419922,840800
2021-03-23,108.0,111.25,104.55000305175781,105.54000091552734,105.11173248291016,748000
2021-03-24,107.41000366210938,110.86000061035156,106.2300033569336,106.2300033569336,105.79893493652344,395300
2021-03-25,104.63999938964844,112.91000366210938,104.12999725341797,111.86000061035156,111.40608215332031,618500
2021-03-26,115.5,118.86000061035156,112.93000030517578,118.69000244140625,118.20836639404297,1058200
